"MacroTrends Data Download"
"MA - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


date,open,high,low,close,volume
2013-07-12,60.075,60.182,59.636,59.886,4498000
2013-07-15,59.924,60,59.4,59.587,4306000
2013-07-16,59.622,59.791,58.938,58.979,4682000
2013-07-17,58.3,59.394,58.295,59.335,9218000
2013-07-18,59.603,60.074,59.452,59.692,3487000
2013-07-19,59.878,60.095,59.266,59.333,8235000
2013-07-22,59.434,60.3849,59.306,60.26,5362000
2013-07-23,60.383,60.485,59.75,59.8,4649000
2013-07-24,59.833,60,58.965,59.099,7752000
2013-07-25,59.42,60.186,59.414,59.898,7277000
2013-07-26,59.661,59.973,59.292,59.815,3848000
2013-07-29,59.887,60.099,59.453,59.702,3266000
2013-07-30,59.965,60.39,59.907,60.142,6028000
2013-07-31,62.449,62.623,56.702,61.061,40090000
2013-08-01,61.874,64.965,61.874,64.638,30337000
2013-08-02,64.428,64.702,64.04,64.557,6684000
2013-08-05,64.122,64.5855,64.043,64.245,5878000
2013-08-06,64.221,65.698,63.995,65.4,8199000
2013-08-07,65.3,65.3,64.504,64.632,5860000
2013-08-08,64.906,65,64.149,64.584,4532000
2013-08-09,64.737,64.737,63.768,63.796,3933000
2013-08-12,63.961,63.961,62.9195,63.072,5240000
2013-08-13,63.681,63.681,63.021,63.333,3245000
2013-08-14,63.561,63.713,62.807,62.998,3943000
2013-08-15,62.386,62.479,61.5635,61.874,5329000
2013-08-16,61.83,62.423,61.612,61.821,4834000
2013-08-19,61.915,62.6006,61.75,61.989,3907000
2013-08-20,62.115,62.508,61.8976,62.241,2985000
2013-08-21,61.961,62.759,61.801,61.931,9306000
2013-08-22,62.3,62.3,61.686,62.108,3926000
2013-08-23,62.203,62.658,61.801,62.611,4587000
2013-08-26,62.575,62.575,61.454,61.518,5829000
2013-08-27,60.818,61.259,60.587,60.792,5471000
2013-08-28,60.59,61.322,60.5416,61.061,6406000
2013-08-29,61.05,61.84,61.045,61.257,5060000
2013-08-30,61.395,61.498,60.359,60.608,6123000
2013-09-03,61.2,62.482,61.049,62.345,11390000
2013-09-04,62.345,62.767,61.75,62.34,4018000
2013-09-05,62.3,63.163,62.247,62.9,3822000
2013-09-06,63.2,63.974,62.7115,63.662,5874000
2013-09-09,63.801,64.089,63.553,64.04,6169000
2013-09-10,64.398,65.21,64.3635,65.15,7172000
2013-09-11,65.25,66.3231,64.478,65.846,7539000
2013-09-12,66.175,67.23,65.45,66.752,10857000
2013-09-13,66.68,66.98,66.4691,66.641,6090000
2013-09-16,67.38,67.5,66.865,67.1,7003000
2013-09-17,67.331,68.0845,67.1532,67.917,4810000
2013-09-18,67.9,68.852,67.6437,68.764,4670000
2013-09-19,69.175,69.501,68.5108,68.637,5099000
2013-09-20,68.967,68.9675,68.248,68.574,6726000
2013-09-23,68.536,68.999,68.011,68.299,5171000
2013-09-24,68.25,69.166,67.8343,68.537,6000000
2013-09-25,68.368,68.604,67.174,67.194,8780000
2013-09-26,67.523,67.9771,67.2495,67.758,3815000
2013-09-27,67.743,68.261,67.513,68.185,3133000
2013-09-30,67.766,67.781,67.018,67.278,4362000
2013-10-01,67.442,67.958,67.248,67.779,4121000
2013-10-02,67.543,67.642,67.1343,67.631,4632000
2013-10-03,67.318,67.59,66.405,66.906,5547000
2013-10-04,66.806,67.472,66.744,67.333,4077000
2013-10-07,66.778,67.1,66.517,66.607,5289000
2013-10-08,66.63,66.735,65.144,65.387,7294000
2013-10-09,65.573,66.4469,64.744,65.723,6541000
2013-10-10,66.834,67.859,66.688,67.859,4913000
2013-10-11,67.885,68.5535,67.574,68.418,5458000
2013-10-14,67.942,69.005,67.43,68.91,3598000
2013-10-15,68.725,69.324,68.266,68.639,9156000
2013-10-16,68.946,69.959,68.7768,69.55,5440000
2013-10-17,69.269,70.5,69.261,70.464,5420000
2013-10-18,70.7,71.639,70.11,71.519,5959000
2013-10-21,71.702,71.987,70.918,71.784,4799000
2013-10-22,72.176,72.74,71.661,71.868,4306000
2013-10-23,71.6,71.662,70.701,71.097,4414000
2013-10-24,71.455,72.699,71.401,72.469,4020000
2013-10-25,72.5,73.245,72.0052,72.378,4640000
2013-10-28,72.403,73.16,72.136,72.994,4411000
2013-10-29,73.344,73.7829,72.755,73.244,4655000
2013-10-30,73.399,73.46,72.135,72.568,5562000
2013-10-31,73.004,73.462,70.739,71.71,10221000
2013-11-01,72.395,73.924,72.318,73.748,8304000
2013-11-04,73.833,73.982,72.624,72.84,4568000
2013-11-05,72.731,73.824,72.323,73.638,6120000
2013-11-06,73.8,73.836,73.009,73.387,4849000
2013-11-07,73.736,73.755,71.963,72.132,4743000
2013-11-08,72.049,73.45,72.049,73.447,4558000
2013-11-11,73.411,74.3415,73.223,74.116,4068000
2013-11-12,73.947,74.07,73.1531,73.768,4520000
2013-11-13,73.5,73.745,73.19,73.548,4843000
2013-11-14,73.5,74.4,73.4561,74.353,3384000
2013-11-15,74.355,75.36,74.355,75.226,4843000
2013-11-18,75.372,75.97,75.1212,75.455,6949000
2013-11-19,75.45,75.75,74.501,74.695,3141000
2013-11-20,74.8,75.399,74.345,74.593,3059000
2013-11-21,74.484,74.959,74.484,74.7,3685000
2013-11-22,74.752,75.587,74.652,75.445,3796000
2013-11-25,75.917,75.95,75.24,75.649,4461000
2013-11-26,75.693,76.515,75.5,75.704,5048000
2013-11-27,76.1,76.448,75.61,76.04,2596000
2013-11-29,76.143,76.5,75.963,76.081,2388000
2013-12-02,76.081,76.375,75.4,75.612,4185000
2013-12-03,75.29,75.516,74.725,75.41,4184000
2013-12-04,75.2,75.375,74.406,74.817,5091000
2013-12-05,75.025,75.49,74.701,75.15,3597000
2013-12-06,75.774,75.965,75.272,75.847,3310000
2013-12-09,76.29,76.648,75.8,75.886,4348000
2013-12-10,75.85,76.91,75.85,76.361,6168000
2013-12-11,79.374,80.1629,78.947,79.057,25460000
2013-12-12,79.15,79.15,78.133,78.254,10075000
2013-12-13,78.55,79.179,78.346,78.797,6828000
2013-12-16,79.3,80.046,79.1698,79.675,7478000
2013-12-17,79.98,80.354,79.6115,79.795,9610000
2013-12-18,79.787,80.351,78.863,80.206,10444000
2013-12-19,80.2,80.9205,79.9034,80.538,9530000
2013-12-20,80.855,82.3208,80.704,81.705,13154000
2013-12-23,82.506,82.563,81.256,81.51,8946000
2013-12-24,81.452,81.582,81.105,81.32,4048000
2013-12-26,81.505,82.19,81.417,82.19,5940000
2013-12-27,82.2,82.8339,82.004,82.787,5710000
2013-12-30,83.012,83.892,82.855,83.33,7068000
2013-12-31,83.937,83.938,83.062,83.546,6759000
2014-01-02,83.741,83.7967,83.01,83.414,7214000
2014-01-03,83.414,83.58,82.6,83.081,6438000
2014-01-06,83.196,83.388,82.466,82.669,7022000
2014-01-07,83.101,83.919,83.1,83.709,7635000
2014-01-08,83.732,84.401,83.6014,83.684,6936000
2014-01-09,84,84.424,83.625,84.36,7025000
2014-01-10,84.684,84.748,83.16,83.476,8211000
2014-01-13,83.546,83.8,80.763,81,12354000
2014-01-14,81.282,82.297,80.414,82.171,10869000
2014-01-15,82.511,82.9779,82.124,82.337,7750000
2014-01-16,82.482,82.799,82.242,82.55,4965000
2014-01-17,82.5,83.402,80.788,81.842,13330000
2014-01-21,82.302,82.656,81.403,81.848,10103000
2014-01-22,82.21,83.9,82,83.3,720780
2014-01-23,83.8,83.81,81.92,82.36,6590300
2014-01-24,81.78,81.98,78.5,78.51,9460200
2014-01-27,78.95,78.98,74.95,76.05,13707500
2014-01-28,76.7,79.09,76.58,78.83,7735000
2014-01-29,78.19,78.67,77.01,77.7,7908500
2014-01-30,80.45,80.55,78.24,79.76,8702200
2014-01-31,75.51,76.99,71.75,75.68,23252800
2014-02-03,76.05,76.4099,73.85,73.91,9828200
2014-02-04,74.22,74.345,72.8,73.12,11378100
2014-02-05,72.76,73.5,72.11,72.84,7768100
2014-02-06,73.23,74.91,73.1394,74.9,6804600
2014-02-07,75.67,76.93,75.13,76.31,8437500
2014-02-10,76.66,77.3399,75.85,76.35,4885600
2014-02-11,76.8,76.83,76,76.19,5322900
2014-02-12,76.44,76.93,75.67,75.97,4775200
2014-02-13,75.48,76.64,75.13,76.53,4912300
2014-02-14,76.58,77.66,76.48,77.39,4731900
2014-02-18,78.46,78.49,77.2,77.49,5811700
2014-02-19,77.34,78.01,76.53,76.65,6032800
2014-02-20,76.88,76.88,74.85,75.86,8711100
2014-02-21,75.86,76.35,75.5,75.7,6551800
2014-02-24,75.57,76.97,75.56,75.96,7942200
2014-02-25,76,76.97,75.52,76.74,7435800
2014-02-26,76.83,77.41,76.61,77.36,7437200
2014-02-27,77.34,78.01,77,77.76,4931400
2014-02-28,78.2,78.669,76.95,77.72,5916500
2014-03-03,76.53,77.09,75.65,76.73,6154600
2014-03-04,77.81,78.8,77.41,78.5,5302700
2014-03-05,78.67,78.88,77.825,78.2,4230200
2014-03-06,78.4,78.71,77.57,77.63,4593400
2014-03-07,78.07,78.25,77.52,77.94,4133600
2014-03-10,77.8,77.944,77.27,77.39,3314700
2014-03-11,77.49,78.45,76.89,77.9,4834400
2014-03-12,77.22,78.34,76.8,78.34,4739700
2014-03-13,78.38,78.77,76.54,76.62,6521400
2014-03-14,76.51,77.22,76.23,76.34,4856900
2014-03-17,76.75,77.84,76.74,77.83,3910900
2014-03-18,78.1,78.98,77.54,78.92,4523500
2014-03-19,78.94,79.6,77.92,78.31,5929300
2014-03-20,78.21,78.65,77.61,78.41,5197800
2014-03-21,79.34,79.83,75.9,75.99,15077700
2014-03-24,76.48,77.71,75.87,77.39,8816800
2014-03-25,77.58,77.77,75.23,75.28,7128300
2014-03-26,75.81,76.17,73.68,73.71,7611000
2014-03-27,73.54,73.62,72.35,73.34,7690100
2014-03-28,73.39,73.79,72.44,73.22,5245000
2014-03-31,73.86,74.87,73.5,74.7,5843600
2014-04-01,75.25,75.34,74.382,74.81,4105600
2014-04-02,74.89,75.35,74.53,74.7,4271600
2014-04-03,75.04,75.5499,74.24,74.53,4133300
2014-04-04,75.4,75.49,71.71,72.18,8287100
2014-04-07,71.66,71.96,70.434,71.33,9699100
2014-04-08,71.22,71.9401,71,71.52,6280200
2014-04-09,71.93,73.67,71.61,73.56,6984700
2014-04-10,73.67,74.32,70.95,71.17,8982800
2014-04-11,70.05,70.38,68.68,68.68,11610500
2014-04-14,69.79,71.97,69.6,71.18,10893900
2014-04-15,72.3,72.74,70.48,72.15,7009600
2014-04-16,72.88,73.95,72.5,73.93,7002300
2014-04-17,74.07,74.82,73.61,74.13,5552300
2014-04-21,74.25,74.63,73.83,74.31,5991600
2014-04-22,74.47,74.77,73.85,74.53,5049800
2014-04-23,74.33,74.5,73.0627,73.36,5056400
2014-04-24,73.71,74.72,73.33,74.35,5191700
2014-04-25,72.21,73,70.6,70.66,9657700
2014-04-28,70.8,72.16,70.2169,71.24,8649400
2014-04-29,71.49,72.61,71.33,72.03,6030500
2014-04-30,72.34,73.63,71.54,73.55,6552600
2014-05-01,75.57,76.71,74.05,74.22,9752000
2014-05-02,74.2,74.5,72.52,73.78,5977100
2014-05-05,73.21,74.86,72.95,74.82,4776900
2014-05-06,74.34,74.475,73.75,73.81,4290100
2014-05-07,73.93,74.37,73.05,73.87,4411900
2014-05-08,73.87,75.47,73.5,74.24,4628200
2014-05-09,74.01,74.44,73.52,74.38,2975600
2014-05-12,74.69,75.22,74.5,75.02,2975200
2014-05-13,75.19,75.43,74.45,74.83,3268500
2014-05-14,74.66,75.02,73.96,74.1,2595900
2014-05-15,74,74.24,72.881,73.08,4301600
2014-05-16,73.03,73.865,72.56,73.75,3703800
2014-05-19,73.47,74.38,73.41,73.86,3428800
2014-05-20,73.82,74.49,73.51,73.65,3764700
2014-05-21,74.2,75.64,74.17,75.63,4365800
2014-05-22,75.81,76.22,75.1,75.75,4625400
2014-05-23,76,76.67,75.82,76.45,3376100
2014-05-27,76.88,77.89,76.72,77.03,5598000
2014-05-28,77.11,77.25,76.72,76.93,2733300
2014-05-29,77.05,77.23,76.51,76.79,3375600
2014-05-30,76.8,77.025,76.35,76.45,5003500
2014-06-02,76.77,77.21,76.23,77.05,3046400
2014-06-03,76.76,77,76.24,76.35,2619100
2014-06-04,76.31,76.53,75.8212,76.32,2794700
2014-06-05,76.32,77.172,76.14,76.84,2680300
2014-06-06,77,77.8768,76.9,77.47,3113900
2014-06-09,77.32,77.49,76.75,76.86,3499900
2014-06-10,76.74,77.56,76.57,77.36,3396100
2014-06-11,76.96,77.4341,76.72,76.87,3427500
2014-06-12,76.98,77.14,75.4558,75.72,3836400
2014-06-13,75.72,76.14,75.13,75.94,3194900
2014-06-16,75.6,75.78,74.9,75.11,5673600
2014-06-17,75.14,75.43,74.55,74.98,4163700
2014-06-18,74.95,75.21,74.4,75.12,3820800
2014-06-19,75.08,75.418,74.1,74.27,5501900
2014-06-20,74.53,75.01,73.48,73.81,9339300
2014-06-23,73.59,74.3,73.1999,74.14,4899900
2014-06-24,74.09,74.79,72.55,72.7,5943800
2014-06-25,72.56,73.55,72.54,73.04,3813600
2014-06-26,73.26,73.28,72.56,72.77,4085000
2014-06-27,72.52,73.61,72.45,73.4,12447500
2014-06-30,73.24,73.88,73.06,73.47,4737000
2014-07-01,74.2,75.91,74.14,75.53,6330900
2014-07-02,74.86,76.39,74.86,76.2,3973700
2014-07-03,76.6,76.9,76.35,76.63,3213400
2014-07-07,76.44,76.64,75.94,76.18,3591100
2014-07-08,76.11,76.15,75.13,75.69,3903600
2014-07-09,75.87,76.67,75.6,76.63,3337000
2014-07-10,75.65,75.955,74.75,75.47,3318000
2014-07-11,75.54,75.85,75.2601,75.83,2759000
2014-07-14,76.44,77.7129,76.04,77.33,5585800
2014-07-15,77.99,79.22,77.86,78.32,7508400
2014-07-16,78.65,78.69,77.95,78.31,3623200
2014-07-17,77.31,77.87,76.25,76.39,5467000
2014-07-18,76.75,77.65,76.45,77.5,3485700
2014-07-21,77.11,77.44,76.59,77.35,3101300
2014-07-22,77.52,78.39,77.35,78.27,3467200
2014-07-23,78.16,78.38,77.19,77.74,3525800
2014-07-24,77.93,78.06,76.92,77.57,5149600
2014-07-25,75.63,76.03,75.215,75.75,5870200
2014-07-28,75.7,76.21,75.515,76.19,3209100
2014-07-29,76.31,76.61,75.65,75.89,4017200
2014-07-30,76.07,76.29,75.45,75.91,5521200
2014-07-31,76.3,76.32,73.81,74.15,7393700
2014-08-01,75.39,75.85,75.08,75.68,6029500
2014-08-04,75.39,75.85,75.08,75.68,4924000
2014-08-05,75.31,75.66,74.81,75.2,4639000
2014-08-06,74.85,75.58,74.69,75.36,2782900
2014-08-07,75.54,75.68,73.82,74.06,4708000
2014-08-08,74,75.23,73.75,75.17,3614300
2014-08-11,75.54,76.07,74.99,75.63,3546600
2014-08-12,75.36,75.82,74.93,75.63,2752400
2014-08-13,75.85,76.51,75.59,76.3,3389600
2014-08-14,76.6,76.61,75.66,76.05,2411400
2014-08-15,76.41,76.57,74.98,75.21,4351900
2014-08-18,75.69,76.82,75.686,76.77,4030300
2014-08-19,76.75,76.8,76.09,76.4,3562200
2014-08-20,75.97,76.48,75.9,76.39,2608200
2014-08-21,76.51,77.12,76.29,76.99,2690000
2014-08-22,76.75,76.88,76.15,76.48,2500700
2014-08-25,76.1,76.19,75.73,75.94,3386300
2014-08-26,76.79,77.85,76.54,77,3849000
2014-08-27,77.02,77.12,76.5,76.64,1980800
2014-08-28,76.09,76.43,75.66,76.16,2991600
2014-08-29,76.3,76.48,75.73,75.81,3231600
2014-09-02,75.93,76.01,75.44,75.58,3613200
2014-09-03,76.1,76.19,75.73,75.94,2870200
2014-09-04,76.03,76.82,76,76.38,2680300
2014-09-05,76.19,76.93,75.86,76.86,3487400
2014-09-08,76.59,76.85,75.9,76.23,2845600
2014-09-09,76.26,76.51,75.69,76.07,4144700
2014-09-10,76.09,76.93,75.88,76.65,4188000
2014-09-11,76.32,76.448,75.41,75.62,4673100
2014-09-12,75.68,76.07,74.93,75.47,4239500
2014-09-15,75.19,75.42,74.7801,75.24,4046800
2014-09-16,75.65,76.8,74.94,76.59,4870400
2014-09-17,76.88,76.9,75.47,76.22,5549400
2014-09-18,76.64,77.81,76.23,77.8,5782900
2014-09-19,77.94,78.37,77.24,77.28,8492600
2014-09-22,77.26,77.36,76.08,76.16,3390566
2014-09-23,75.98,76.25,75.5,75.51,3907733
2014-09-24,75.7,77.05,75.55,77.05,3617404
2014-09-25,76.54,76.64,74.72,74.72,4976193
2014-09-26,74.75,75.17,74.5,75.06,3767631
2014-09-29,74.15,74.89,73.79,74.52,3905908
2014-09-30,74.47,75.31,73.92,73.92,9354808
2014-10-01,73.82,74.18,73.07,73.32,6624918
2014-10-02,72.87,73.73,72.59,73.42,5607133
2014-10-03,74.05,74.63,73.9,74.33,5343340
2014-10-06,74.62,74.78,74.39,74.51,4787701
2014-10-07,74.1,74.32,72.94,72.94,5842069
2014-10-08,72.75,74.07,72.48,74.06,4120848
2014-10-09,73.98,73.985,71.81,71.83,5791137
2014-10-10,71.8,72.3,70.5,70.5,5981724
2014-10-13,70.59,71.21,69.64,69.78,6041692
2014-10-14,70.04,71.6673,70,71,8181181
2014-10-15,69.96,71.73,69.66,71.3,11601993
2014-10-16,70.08,71.49,69.85,70.86,9417977
2014-10-17,71.7,72.16,70.86,71.56,5888523
2014-10-20,71.21,72.0551,71.14,72.04,3281644
2014-10-21,72.87,74.2799,72.55,74.16,4556389
2014-10-22,74.11,74.36,73.18,73.22,4155495
2014-10-23,74.1,74.66,73.77,74.09,3604101
2014-10-24,73.84,74.08,73.39,74,3374394
2014-10-27,74,74.53,73.76,74.11,3407745
2014-10-28,74.54,76.01,74.47,76,4998990
2014-10-29,76.19,76.97,75.58,75.99,6213468
2014-10-30,78.35,83.22,78.3,83.13,16288278
2014-10-31,83.21,84.83,83.2,83.75,11664880
2014-11-03,83.82,84.345,83.82,84.13,6661323
2014-11-04,83.86,84.21,82.7,83.99,5977170
2014-11-05,84.5,86.4,84.38,85.99,7997267
2014-11-06,86,86.38,85.49,85.75,5147915
2014-11-07,85.94,85.94,84.59,84.8,4925988
2014-11-10,84.72,85.11,84.21,84.85,4525125
2014-11-11,84.98,85.12,84.25,84.59,2679887
2014-11-12,83.76,84.68,83.33,84.35,3121078
2014-11-13,84.54,84.7399,83.745,84.2,3096547
2014-11-14,84.32,84.34,83.64,84.05,2224064
2014-11-17,83.8,84.26,83.17,83.2,3368412
2014-11-18,83.25,84.24,83.18,83.9,3142917
2014-11-19,83.7,84.49,83.411,84.28,2500987
2014-11-20,83.5,84.846,83.286,84.6,3452204
2014-11-21,85.74,85.875,84.21,84.72,4969098
2014-11-24,84.82,85.19,84.65,84.99,3926719
2014-11-25,85.1,86.74,85.075,86.34,5623367
2014-11-26,86.26,86.9,85.96,86.56,3328218
2014-11-28,87,87.89,86.68,87.29,2452793
2014-12-01,86.56,88.16,86.35,87.46,4989800
2014-12-02,87.91,87.95,86.54,87.69,5458315
2014-12-03,88.21,89.24,87.68,88.32,6086291
2014-12-04,88.38,89.44,88.14,88.77,3528011
2014-12-05,89.87,89.87,88.85,89.08,3739922
2014-12-08,89.04,89.558,87.88,88.04,4473905
2014-12-09,86.57,88.045,86.4,87.84,3741436
2014-12-10,87.53,88.03,86.212,86.33,3284872
2014-12-11,86.76,88.18,86.75,87.69,4078365
2014-12-12,86.57,87.32,84.11,84.13,6646104
2014-12-15,85.14,85.29,83.5439,84.61,4922381
2014-12-16,83.72,84.97,82.05,82.64,6970168
2014-12-17,82.79,84.87,82.4,84.73,6443747
2014-12-18,86.12,86.92,85.3994,86.92,6441859
2014-12-19,86.98,87.29,86.135,86.44,6261959
2014-12-22,86.75,86.97,86.21,86.83,2561646
2014-12-23,87.46,87.85,86.75,87.63,2750285
2014-12-24,87.7,88.3,87.53,87.77,1220002
2014-12-26,87.9,88.07,87.52,87.77,1508390
2014-12-29,87.64,88.49,87.5,87.68,2376172
2014-12-30,87.35,87.75,86.51,86.97,2493320
2014-12-31,87.18,87.54,86.16,86.16,2861699
2015-01-02,86.68,87.3643,84.92,85.68,4506275
2015-01-05,85.29,85.3499,83.05,83.27,6441396
2015-01-06,83.66,83.7799,81.8,83.09,7691433
2015-01-07,84.1,84.28,83.07,84.22,5846772
2015-01-08,85.19,85.62,85.03,85.53,5174184
2015-01-09,85.97,86,84.4,84.44,4536254
2015-01-12,84.41,84.85,82.91,83.36,4030040
2015-01-13,84.09,85.24,82.74,83.55,4226063
2015-01-14,82,83.48,81.84,83.46,5084072
2015-01-15,83.8,84.13,82.18,82.25,4329368
2015-01-16,82.05,83.86,81.83,83.8,4763712
2015-01-20,84.39,84.89,83.19,84.26,3540754
2015-01-21,83.78,84.35,83.3,83.72,3598443
2015-01-22,83.36,84.53,82.5,84.38,4795404
2015-01-23,84.28,84.83,83.8,84.39,5011943
2015-01-26,84.3,84.7,82.87,83.6,5440279
2015-01-27,82.61,82.81,80.96,81.77,5486658
2015-01-28,83.33,83.55,80.67,80.74,5067286
2015-01-29,80.3,81.55,79.82,81.38,6265120
2015-01-30,84.03,84.8,81.485,82.03,13330350
2015-02-02,81.71,83.23,80.58,82.98,10575694
2015-02-03,83.28,83.88,82.44,83.81,8490396
2015-02-04,83.92,84.97,83.52,84.18,4924208
2015-02-05,84.58,85.91,84,85.82,5426362
2015-02-06,85.62,85.77,83.955,84.16,5540935
2015-02-09,83.97,84.8301,83.61,84.59,3951054
2015-02-10,85.17,85.18,83.89,84.23,4441832
2015-02-11,84.23,84.785,83.94,84.46,4051289
2015-02-12,85.43,87.98,85.31,87.52,7053465
2015-02-13,87.83,87.99,86.62,87.14,5511343
2015-02-17,87.93,88.17,87.24,87.52,5083403
2015-02-18,87.19,87.84,86.85,87.73,2974048
2015-02-19,87.64,89.43,87.58,89.2,5271348
2015-02-20,89.02,90.9371,88.88,90.79,6276039
2015-02-23,90.92,91.14,89.94,91.12,4316288
2015-02-24,90.55,91.649,90.24,91.32,5547506
2015-02-25,92.05,92.76,91.39,92.67,6144401
2015-02-26,92.89,93,91.06,91.26,5665465
2015-02-27,91.01,91.68,89.97,90.13,4674898
2015-03-02,89.56,92.16,89.5,92.02,5567912
2015-03-03,91.9,91.94,90.52,90.97,3443717
2015-03-04,90.64,91.885,90.13,91.71,4734532
2015-03-05,92,92.95,91.45,92.81,4651263
2015-03-06,92.51,92.53,90.67,90.79,4963213
2015-03-09,90.52,91.44,90.07,91.12,4145635
2015-03-10,90.18,90.39,88.84,88.84,5050244
2015-03-11,87.59,88.17,86.85,86.97,9453391
2015-03-12,87.73,89.51,87.68,89.25,7035486
2015-03-13,89.25,89.25,87.35,87.75,4610026
2015-03-16,88.5,88.93,87.93,88.71,3843868
2015-03-17,88.26,88.56,87.75,87.97,2880814
2015-03-18,87.72,89.26,87.22,88.88,5189580
2015-03-19,88.85,89.67,88.64,89.02,3172466
2015-03-20,89.57,90.36,89.38,89.82,4371997
2015-03-23,89.94,90.65,89.32,89.33,3395238
2015-03-24,89.4,89.94,89.04,89.49,4050255
2015-03-25,89.57,89.62,87.37,87.37,3813320
2015-03-26,86.71,88.3,86.561,87.93,4141800
2015-03-27,87.9,88.32,86.87,87.25,4927127
2015-03-30,87.64,88.29,87.48,87.67,3450956
2015-03-31,87.33,88.26,86.39,86.39,5984940
2015-04-01,86.73,86.74,85.37,86.74,4737377
2015-04-02,86.92,87.865,86.67,87.03,4628750
2015-04-06,86.35,87.659,86.22,87.34,5854042
2015-04-07,87.46,88.51,87.27,87.92,4091319
2015-04-08,88.4,89.69,88.28,89.32,3659886
2015-04-09,89.1,89.7,88.14,89.06,3482136
2015-04-10,89.48,89.48,88.32,88.57,2575674
2015-04-13,88.63,89.43,88.25,88.25,3526040
2015-04-14,88.01,89.47,88.005,89.12,3453828
2015-04-15,89.15,89.57,88.66,89.25,2683577
2015-04-16,88.95,89.18,88.59,88.72,2952063
2015-04-17,87.99,88.31,86.59,86.93,4352623
2015-04-20,87.22,87.8856,87.01,87.33,2681094
2015-04-21,87.5,88.18,87.27,87.77,3148214
2015-04-22,88.48,92.43,88.48,91.2,12231788
2015-04-23,91.2,91.4,90.18,90.88,4322941
2015-04-24,90.72,91.16,90.21,90.72,3519342
2015-04-27,90.93,91.265,89.69,89.75,4853431
2015-04-28,89.65,90.44,89.31,90.23,4782363
2015-04-29,91.13,93.59,89.81,90.25,9364071
2015-04-30,90.25,91.388,89.66,90.21,7470074
2015-05-01,90.36,91.31,90.26,91.25,4663074
2015-05-04,91.49,91.99,90.81,91.18,4596701
2015-05-05,91.14,91.92,90.56,90.78,3707350
2015-05-06,91.05,91.45,89.96,90.57,3495788
2015-05-07,90.71,92.16,90.35,92.05,4370005
2015-05-08,92.84,94.33,92.64,93.51,9933392
2015-05-11,93.48,93.92,92.5,92.52,4731192
2015-05-12,91.89,92.73,91.58,92.39,5191399
2015-05-13,92.75,92.98,92.02,92.52,3443338
2015-05-14,93.095,93.9,92.8,93.84,3467362
2015-05-15,93.84,94.5,93.03,93.22,3403777
2015-05-18,92.9,93.16,91.83,93.08,4281186
2015-05-19,93.61,94.07,93.15,93.8,3279694
2015-05-20,94.1,94.1,92.81,93.24,2701147
2015-05-21,93.09,93.35,92.73,92.9,2890989
2015-05-22,92.95,93.29,92.65,92.69,2449155
2015-05-26,92.6,92.64,91.55,91.89,2965399
2015-05-27,92.11,92.78,91.89,92.59,2597831
2015-05-28,92.6,92.96,92.11,92.82,1778401
2015-05-29,92.81,92.92,92.15,92.26,3561409
2015-06-01,92.4,92.94,91.61,92.56,2635385
2015-06-02,92.14,93.52,91.44,93.17,2795971
2015-06-03,93.3,94.06,92.9,93.5,3638904
2015-06-04,92.95,93.66,92.32,92.57,3320325
2015-06-05,92.44,92.84,91.7,92.62,2654972
2015-06-08,92.39,92.61,91.774,91.9,2561519
2015-06-09,91.73,92.305,91.295,92.09,2375067
2015-06-10,92.5,94.36,92.3985,94.17,3727776
2015-06-11,94.35,95.13,93.98,94.5,3403628
2015-06-12,94.05,94.27,93.21,93.77,2777547
2015-06-15,92.93,93.54,92.15,93.3,3228977
2015-06-16,93.33,94.419,93.08,94.15,2446551
2015-06-17,94.35,94.97,93.9,94.45,2962532
2015-06-18,94.57,96.31,94.54,96.05,4207959
2015-06-19,95.82,95.96,94.72,94.81,5011019
2015-06-22,95.59,96.13,95.26,95.42,3290116
2015-06-23,95.67,95.98,95.35,95.7,4195410
2015-06-24,95.38,96.15,95.29,95.51,3682498
2015-06-25,95.87,95.87,94.28,94.46,3214916
2015-06-26,94.8,94.83,93.9,94.51,3200927
2015-06-29,93.68,94.12,92.41,92.52,4426484
2015-06-30,93.2,94.04,92.74,93.48,4750445
2015-07-01,94.47,94.95,94,94.5,3737025
2015-07-02,94.49,94.76,93.9,94.24,3034670
2015-07-06,93.4,94.68,93.23,94.52,3041863
2015-07-07,94.54,94.54,92.29,93.89,4859393
2015-07-08,92.97,93.27,92.13,92.49,4367217
2015-07-09,93.73,94.14,92.99,93.04,2985972
2015-07-10,94.45,95,94.08,94.62,2721690
2015-07-13,95.37,95.7,95.1101,95.5,3454380
2015-07-14,95.7,95.9,95.15,95.27,3148271
2015-07-15,95.51,95.6,94.65,95.25,3970091
2015-07-16,95.75,95.97,95.46,95.82,3100388
2015-07-17,95.56,96.26,94.455,96.08,2726266
2015-07-20,96.56,97.76,96.41,97.26,4621817
